1.0 0:1 38290:1  58013:1.0  
0.0 23:1 60453:1  52303:1.0  
0.0 23:1 60473:1  52303:1.0  
0.0 23:1 60495:1  52303:1.0  
0.0 23:1 60531:1  52303:1.0  
0.0 23:1 60547:1  52303:1.0  
0.0 23:1 60573:1  52303:1.0  
0.0 23:1 60813:1  52303:1.0  
0.0 23:1 60814:1  52303:1.0  
0.0 23:1 60847:1  52303:1.0  
0.0 23:1 60932:1  52303:1.0  
0.0 23:1 60982:1  52303:1.0  
0.0 23:1 61145:1  52303:1.0  
0.0 23:1 61163:1  52303:1.0  
0.0 23:1 61251:1  52303:1.0  
0.0 23:1 61297:1  52303:1.0  
0.0 23:1 61354:1  52303:1.0  
0.0 23:1 61386:1  52303:1.0  
0.0 23:1 61462:1  52303:1.0  
0.0 23:1 61754:1  52303:1.0  
0.0 23:1 61879:1  52303:1.0  
0.0 23:1 61906:1  52303:1.0  
0.0 23:1 62116:1  52303:1.0  
0.0 23:1 62608:1  52303:1.0  
0.0 23:1 62645:1  52303:1.0  
0.0 23:1 63312:1  52303:1.0  
0.0 23:1 63377:1  52303:1.0  
0.0 23:1 63395:1  52303:1.0  
0.0 23:1 63518:1  52303:1.0  
0.0 23:1 63676:1  52303:1.0  
0.0 23:1 64062:1  52303:1.0  
0.0 23:1 64371:1  52303:1.0  
0.0 23:1 64430:1  52303:1.0  
0.0 23:1 64614:1  52303:1.0  
0.0 23:1 64643:1  52303:1.0  
0.0 23:1 64767:1  52303:1.0  
0.0 23:1 65053:1  52303:1.0  
0.0 24:1 46188:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 46216:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 46274:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 46389:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 46501:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 46658:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 46759:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 46822:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 46882:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 46926:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 46935:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 47002:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 47041:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 47059:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 47208:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 47246:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 47445:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 47500:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 47539:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 47544:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 47582:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 47675:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 47856:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 47961:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 47970:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 48095:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 48148:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 48178:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 48446:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 48449:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 48759:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 48843:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 49019:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 49039:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 49089:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 49092:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 49095:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 49383:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 49516:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 49624:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 49933:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 49973:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 49980:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 50002:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 50500:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 50561:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 50704:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 51345:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 51421:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 51458:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 51480:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 51548:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 51580:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 51661:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 51662:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 51730:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 51768:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 51981:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 52081:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 52132:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 52306:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 52519:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 52616:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 52618:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 53004:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 53104:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 53334:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 53391:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 53715:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 53731:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 53742:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 53909:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 53957:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 54054:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 54060:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 54095:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 54105:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 54126:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 54131:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 54223:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 54397:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 54688:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 54871:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 55322:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 55453:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 55507:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 55635:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 56116:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 56353:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 56380:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 56399:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 56561:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 56634:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 57017:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 57070:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 57088:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 57258:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 57259:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 57319:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 57507:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 57543:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 57749:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 58035:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 58146:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 58228:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 58332:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 58366:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 58402:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 58403:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 58526:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 59002:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 59003:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 59367:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 59578:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 59662:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 59757:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 59852:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 59868:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 59999:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 60155:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 60244:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 60453:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 60473:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 60495:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 60531:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 60547:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 60573:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 60813:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 60814:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 60847:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 60932:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 60982:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 61145:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 61163:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 61251:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 61297:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 61354:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 61386:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 61462:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 61754:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 61879:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 61906:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 62116:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 62608:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 62645:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 63312:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 63377:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 63395:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 63518:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 63676:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 64062:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 64371:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 64430:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 64614:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 64643:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 64767:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 24:1 65053:1  46420:0.5 45996:0.5 50159:0.5 50763:0.5  
0.0 25:1 46188:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 46216:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 46274:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 46501:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 46658:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 46759:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 46822:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 46882:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 46926:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 46935:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 47002:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 47041:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 47059:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 47208:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 47246:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 47445:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 47500:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 47539:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 47544:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 47582:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 47675:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 47856:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 47961:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 47970:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 48095:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 48148:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 48178:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 48446:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 48449:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 48759:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 48843:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 49019:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 49039:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 49089:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 49092:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 49095:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 49146:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 49383:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 49516:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 49570:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 49624:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 49933:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 49973:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 49980:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 50002:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 50500:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 50561:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 50704:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 51345:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 51421:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 51458:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 51480:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 51548:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 51580:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 51661:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 51662:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 51730:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 51768:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 51981:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 52081:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 52132:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 52306:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 52519:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 52616:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 52618:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 53004:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 53104:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 53309:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 53334:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 53391:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 53715:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 53731:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 53742:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 53909:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 53913:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 53957:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 54054:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 54060:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 54095:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 54105:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 54126:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 54131:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 54223:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 54397:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 54688:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 54871:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 55322:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 55453:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 55507:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 56116:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 56353:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 56380:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 56399:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 56561:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 56634:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 57017:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 57070:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 57088:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 57258:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 57259:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 57319:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 57507:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 57543:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 57749:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 58035:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 58146:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 58228:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 58332:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 58366:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 58402:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 58403:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 58526:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 59002:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 59003:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 59367:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 59578:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 59662:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 59757:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 59852:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 59868:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 59999:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 60155:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 60244:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 60453:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 60473:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 60495:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 60531:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 60547:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 60573:1  43239:0.707106781187 52485:0.707106781187  
0.0 25:1 60813:1  43239:0.707106781187 52485:0.707106781187  
